,Row ID,Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order_Date
917,918,US-2015-141215,21/06/2015,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207.0,Central,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568,15/06/2015
918,919,CA-2017-165218,11/03/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352,05/03/2017
919,920,CA-2017-165218,11/03/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220.0,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992,05/03/2017
920,921,CA-2015-138296,12/12/2015,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304.0,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,05/12/2015
921,922,CA-2016-111164,15/04/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,85.14,11/04/2016
922,923,CA-2016-111164,15/04/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009.0,East,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,21.99,11/04/2016
923,924,CA-2016-111164,15/04/2016,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009.0,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,11/04/2016
924,925,CA-2017-149797,20/09/2017,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011.0,East,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568,15/09/2017
925,926,CA-2015-132962,16/09/2015,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-PA-10003543,Office Supplies,Paper,Xerox 1985,15.552,13/09/2015
926,927,CA-2015-132962,16/09/2015,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,13/09/2015
927,928,CA-2016-115091,09/10/2016,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153.0,South,OFF-AR-10000658,Office Supplies,Art,Newell 324,46.2,05/10/2016
928,929,CA-2016-115091,09/10/2016,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153.0,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84,05/10/2016
929,930,CA-2018-144932,17/04/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,14/04/2018
930,931,CA-2018-144932,17/04/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-AR-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856,14/04/2018
931,932,CA-2018-144932,17/04/2018,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615.0,East,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,13.872,14/04/2018
932,933,CA-2018-114216,06/09/2018,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,02/09/2018
933,934,CA-2017-140081,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056,20/06/2017
934,935,CA-2017-140081,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-BI-10004826,Office Supplies,Binders,JM Magazine Binder,29.718,20/06/2017
935,936,CA-2017-140081,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,15.552,20/06/2017
936,937,CA-2017-140081,24/06/2017,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696,20/06/2017
937,938,US-2018-111745,06/11/2018,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401.0,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99,05/11/2018
938,939,CA-2016-148250,17/12/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503.0,West,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,12.96,13/12/2016
939,940,CA-2016-148250,17/12/2016,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503.0,West,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48,13/12/2016
940,941,CA-2017-105760,20/06/2017,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110.0,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12,19/06/2017
941,942,CA-2017-142958,20/12/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503.0,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096,13/12/2017
942,943,CA-2017-142958,20/12/2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503.0,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272,13/12/2017
943,944,CA-2016-120880,03/06/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,32.4,29/05/2016
944,945,CA-2016-120880,03/06/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105.0,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,540.57,29/05/2016
945,946,CA-2016-120880,03/06/2016,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105.0,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",167.76,29/05/2016
946,947,US-2016-140200,28/07/2016,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204.0,West,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,26/07/2016
947,948,US-2018-110576,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",516.488,28/11/2018
948,949,US-2018-110576,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1007.232,28/11/2018
949,950,US-2018-110576,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,28/11/2018
950,951,US-2018-110576,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,15.552,28/11/2018
951,952,US-2018-110576,02/12/2018,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120.0,East,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,28/11/2018
952,953,CA-2018-131156,07/04/2018,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143.0,East,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.472,03/04/2018
953,954,CA-2018-136539,01/01/2019,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664.0,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,28/12/2018
954,955,CA-2018-136539,01/01/2019,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664.0,Central,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528,28/12/2018
955,956,CA-2018-119305,04/12/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Jackson,Mississippi,39212.0,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,173.8,30/11/2018
956,957,CA-2018-102414,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592,15/05/2018
957,958,CA-2018-102414,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752,15/05/2018
958,959,CA-2018-102414,18/05/2018,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552,15/05/2018
959,960,CA-2016-112571,22/09/2016,Same Day,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054.0,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6,22/09/2016
960,961,CA-2018-152142,19/11/2018,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110.0,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,14/11/2018
961,962,CA-2016-160059,01/12/2016,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,6.24,27/11/2016
962,963,CA-2017-120859,04/09/2017,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110.0,West,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,01/09/2017
963,964,CA-2015-127488,24/09/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433.0,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608,22/09/2015
964,965,CA-2018-135279,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82,09/04/2018
965,966,CA-2018-135279,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97,09/04/2018
966,967,CA-2018-135279,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,12.96,09/04/2018
967,968,CA-2018-135279,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-PA-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6,09/04/2018
968,969,CA-2018-135279,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64,09/04/2018
969,970,CA-2018-135279,11/04/2018,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011.0,East,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81,09/04/2018
970,971,CA-2015-115791,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104,16/01/2015
971,972,CA-2015-115791,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124.2,16/01/2015
972,973,CA-2015-115791,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588,16/01/2015
973,974,CA-2015-115791,18/01/2015,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072,16/01/2015
974,975,US-2018-103247,08/10/2018,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011.0,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93,05/10/2018
975,976,US-2018-103247,08/10/2018,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011.0,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792,05/10/2018
976,977,US-2018-100209,15/07/2018,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206.0,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,09/07/2018
977,978,CA-2018-159366,10/01/2018,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205.0,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,07/01/2018
978,979,CA-2017-145499,31/05/2017,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403.0,South,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,30/05/2017
979,980,CA-2016-157035,12/12/2016,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201.0,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,34.02,09/12/2016
980,981,CA-2017-144939,08/10/2017,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035.0,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,03/10/2017
981,982,CA-2015-163419,14/11/2015,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027.0,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392,11/11/2015
982,983,CA-2015-163419,14/11/2015,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027.0,West,TEC-PH-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984,11/11/2015
983,984,CA-2015-163419,14/11/2015,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027.0,West,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92,11/11/2015
984,985,CA-2018-100314,05/10/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-LA-10001569,Office Supplies,Labels,Avery 499,7.968,29/09/2018
985,986,CA-2018-100314,05/10/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506.0,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",27.968,29/09/2018
986,987,CA-2018-100314,05/10/2018,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506.0,Central,TEC-MA-10003066,Technology,Machines,Wasp CCD Handheld Bar Code Reader,336.51,29/09/2018
987,988,CA-2016-146829,10/03/2016,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041.0,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112,10/03/2016
988,989,CA-2018-167899,26/05/2018,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021.0,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05,21/05/2018
989,990,CA-2018-167899,26/05/2018,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021.0,East,OFF-AR-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97,21/05/2018
990,991,CA-2016-153549,31/03/2016,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216.0,South,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,29/03/2016
991,992,CA-2017-110023,11/09/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024.0,East,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624,09/09/2017
992,993,CA-2017-105585,27/08/2017,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123.0,West,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,26/08/2017
993,994,CA-2017-105585,27/08/2017,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123.0,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,154.9,26/08/2017
994,995,CA-2015-117639,25/05/2015,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464.0,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93,21/05/2015
995,996,CA-2015-117639,25/05/2015,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464.0,South,TEC-PH-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97,21/05/2015
996,997,CA-2016-162537,03/11/2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,10.67,28/10/2016
997,998,CA-2016-162537,03/11/2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,36.63,28/10/2016
998,999,CA-2016-162537,03/11/2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,28/10/2016
999,1000,CA-2016-162537,03/11/2016,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420.0,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,33.11,28/10/2016
1000,1001,CA-2017-155488,17/11/2017,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661.0,West,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02,13/11/2017
1001,1002,CA-2016-124891,31/07/2016,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024.0,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,31/07/2016
1002,1003,CA-2016-124891,31/07/2016,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024.0,East,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782,31/07/2016
1003,1004,CA-2016-124891,31/07/2016,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024.0,East,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,19.44,31/07/2016
1004,1005,CA-2016-126445,31/08/2016,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563.0,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65,27/08/2016
1005,1006,CA-2016-111199,17/11/2016,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,115.296,13/11/2016
1006,1007,CA-2016-105312,09/11/2016,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08,06/11/2016
1007,1008,CA-2016-105312,09/11/2016,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401,06/11/2016
1008,1009,US-2018-106705,01/01/2019,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601.0,Central,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75,26/12/2018
1009,1010,CA-2018-135034,03/08/2018,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653.0,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984,01/08/2018
1010,1011,CA-2015-158540,26/11/2015,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037.0,West,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72,24/11/2015
1011,1012,CA-2018-118437,21/06/2018,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502.0,West,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25,17/06/2018
1012,1013,CA-2018-118437,21/06/2018,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502.0,West,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,14.03,17/06/2018
1013,1014,US-2016-126214,24/12/2016,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103.0,West,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,21/12/2016
1014,1015,US-2016-126214,24/12/2016,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103.0,West,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,21/12/2016
1015,1016,CA-2016-133025,19/09/2016,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,17/09/2016
1016,1017,CA-2016-108665,10/07/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96,06/07/2016
1017,1018,CA-2016-108665,10/07/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82,06/07/2016
1018,1019,CA-2016-108665,10/07/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95,06/07/2016
1019,1020,CA-2016-108665,10/07/2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011.0,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65,06/07/2016
1020,1021,CA-2016-124450,03/05/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016.0,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,27/04/2016
1021,1022,CA-2016-124450,03/05/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016.0,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,27/04/2016
1022,1023,CA-2016-124450,03/05/2016,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016.0,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,27/04/2016
1023,1024,CA-2016-167269,20/06/2016,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.208,16/06/2016
1024,1025,CA-2018-106964,20/12/2018,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045.0,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808,17/12/2018
1025,1026,CA-2017-126529,13/01/2017,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.552,11/01/2017
1026,1027,CA-2017-126529,13/01/2017,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.312,11/01/2017
1027,1028,CA-2017-126529,13/01/2017,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503.0,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.588,11/01/2017
1028,1029,CA-2015-163552,15/07/2015,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.2,11/07/2015
1029,1030,CA-2015-163552,15/07/2015,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,11/07/2015
1030,1031,CA-2015-163552,15/07/2015,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,11/07/2015
1031,1032,CA-2015-163552,15/07/2015,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,11/07/2015
1032,1033,CA-2015-163552,15/07/2015,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601.0,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,11/07/2015
